Concentration A,Concentration B,Concentration C
0.101,0.163,0.736
0.021,0.217,0.762
0.178,0.199,0.623
0.21,0.085,0.705
0.06,0.074,0.866
0.085,0.13,0.785
0.178,0.147,0.675
0.126,0.031,0.843
0.19,0.059,0.751
0.065,0.108,0.827
0.079,0.113,0.808
0.158,0.102,0.74
0.206,0.138,0.656
0.171,0.145,0.684
0.074,0.119,0.807
0.117,0.176,0.707
0.05,0.164,0.786
0.163,0.127,0.71
0.185,0.194,0.621
0.155,0.011,0.834
0.028,0.183,0.789
0.016,0.044,0.94
0.039,0.051,0.91
0.214,0.028,0.758
0.118,0.215,0.667
0.145,0.125,0.73
0.153,0.204,0.643
0.145,0.093,0.762
0.133,0.099,0.768
0.028,0.174,0.798
0.062,0.088,0.85
0.189,0.159,0.652
0.048,0.174,0.778
0.107,0.043,0.85
0.167,0.041,0.792
0.031,0.17,0.799
0.029,0.048,0.923
0.145,0.101,0.754
0.164,0.152,0.684
0.137,0.182,0.681
0.066,0.127,0.807
0.055,0.102,0.843
0.083,0.013,0.904
0.218,0.043,0.739
0.185,0.201,0.614
0.03,0.158,0.812
0.159,0.059,0.782
0.206,0.181,0.613
0.107,0.152,0.741
0.153,0.043,0.804
0.218,0.136,0.646
0.042,0.166,0.792
0.07,0.095,0.835
0.076,0.138,0.786
0.17,0.132,0.698
0.21,0.081,0.709
0.131,0.011,0.858
0.194,0.103,0.703
0.077,0.188,0.735
0.08,0.093,0.827
0.033,0.145,0.822
0.207,0.019,0.774
0.146,0.188,0.666
0.147,0.191,0.662
0.169,0.076,0.755
0.096,0.196,0.708
0.096,0.064,0.84
0.191,0.206,0.603
0.185,0.162,0.653
0.091,0.027,0.882
0.176,0.102,0.722
0.196,0.139,0.665
0.145,0.207,0.648
0.109,0.117,0.774
0.203,0.147,0.65
0.066,0.011,0.923
0.07,0.127,0.803
0.201,0.086,0.713
0.123,0.036,0.841
0.075,0.032,0.893
0.136,0.158,0.706
0.131,0.143,0.726
0.118,0.108,0.774
0.16,0.198,0.642
0.087,0.086,0.827
0.05,0.118,0.832
0.21,0.192,0.598
0.169,0.151,0.68
0.116,0.177,0.707
0.176,0.026,0.798
0.03,0.075,0.895
0.073,0.037,0.89
0.09,0.101,0.809
0.086,0.138,0.776
0.16,0.084,0.756
0.211,0.044,0.745
0.121,0.188,0.691
0.073,0.083,0.844
0.149,0.126,0.725
0.125,0.122,0.753
0.119,0.147,0.734
0.068,0.155,0.777
0.212,0.068,0.72
0.026,0.026,0.948
0.164,0.048,0.788
0.183,0.093,0.724
0.178,0.134,0.688
0.209,0.084,0.707
0.157,0.175,0.668
0.064,0.061,0.875
0.056,0.105,0.839
0.19,0.095,0.715
0.077,0.215,0.708
0.086,0.165,0.749
0.204,0.065,0.731
0.113,0.201,0.686
0.076,0.067,0.857
0.074,0.074,0.852
0.131,0.02,0.849
0.147,0.091,0.762
0.06,0.205,0.735
0.075,0.066,0.859
0.141,0.035,0.824
0.163,0.056,0.781
0.037,0.074,0.889
0.174,0.07,0.756
0.13,0.032,0.838
0.08,0.137,0.783
0.043,0.065,0.892
0.063,0.029,0.908
0.057,0.165,0.778
0.068,0.074,0.858
0.132,0.188,0.68
0.126,0.172,0.702
0.179,0.117,0.704
0.103,0.118,0.779
0.19,0.066,0.744
0.123,0.098,0.779
0.047,0.058,0.895
0.018,0.209,0.773
0.043,0.215,0.742
0.095,0.07,0.835
0.193,0.152,0.655
0.115,0.147,0.738
0.178,0.016,0.806
0.08,0.209,0.711
0.206,0.142,0.652
0.119,0.124,0.757
0.142,0.057,0.801
0.077,0.087,0.836
0.196,0.095,0.709
0.142,0.12,0.738
0.192,0.051,0.757
0.034,0.078,0.888
0.183,0.107,0.71
0.122,0.153,0.725
0.16,0.215,0.625
0.083,0.095,0.822
0.062,0.184,0.754
0.131,0.13,0.739
0.178,0.159,0.663
0.103,0.1,0.797
0.03,0.037,0.933
0.099,0.032,0.869
0.134,0.111,0.755
0.041,0.032,0.927
0.107,0.115,0.778
0.187,0.032,0.781
0.098,0.093,0.809
0.189,0.182,0.629
0.057,0.112,0.831
0.047,0.121,0.832
0.127,0.154,0.719
0.208,0.108,0.684
0.2,0.025,0.775
0.195,0.061,0.744
0.074,0.117,0.809
0.15,0.148,0.702
0.133,0.071,0.796
0.207,0.168,0.625
0.109,0.043,0.848
0.017,0.091,0.892
0.206,0.069,0.725
0.136,0.208,0.656
0.122,0.055,0.823
0.206,0.034,0.76
0.038,0.18,0.782
0.117,0.073,0.81
0.148,0.109,0.743
0.034,0.03,0.936
0.195,0.037,0.768
0.16,0.031,0.809
0.102,0.138,0.76
0.214,0.044,0.742
0.064,0.022,0.914
0.051,0.195,0.754
0.044,0.011,0.945
0.126,0.051,0.823
0.131,0.165,0.704
0.114,0.034,0.852
0.046,0.171,0.783
0.206,0.079,0.715
0.116,0.119,0.765
0.213,0.046,0.741
0.071,0.023,0.906
0.08,0.113,0.807
0.117,0.061,0.822
0.07,0.092,0.838
0.093,0.033,0.874
0.032,0.041,0.927
0.17,0.215,0.615
0.205,0.029,0.766
0.13,0.016,0.854
0.103,0.135,0.762
0.101,0.12,0.779
0.04,0.068,0.892
0.063,0.164,0.773
0.072,0.142,0.786
0.177,0.165,0.658
0.139,0.098,0.763
0.136,0.028,0.836
0.153,0.07,0.777
0.108,0.153,0.739
0.148,0.023,0.829
0.118,0.099,0.783
0.149,0.072,0.779
0.124,0.11,0.766
0.212,0.052,0.736
0.114,0.094,0.792
0.176,0.187,0.637
0.096,0.205,0.699
0.083,0.213,0.704
0.025,0.211,0.764
0.041,0.076,0.883
0.041,0.111,0.848
0.192,0.16,0.648
0.167,0.05,0.783
0.184,0.089,0.727
0.116,0.125,0.759
0.016,0.15,0.834
0.038,0.189,0.773
0.063,0.101,0.836
0.16,0.195,0.645
0.181,0.18,0.639
0.186,0.022,0.792
0.118,0.144,0.738
0.102,0.052,0.846
0.204,0.142,0.654
0.055,0.172,0.773
0.181,0.085,0.734
0.187,0.052,0.761
0.082,0.207,0.711
0.069,0.104,0.827
0.205,0.046,0.749
0.065,0.106,0.829
0.2,0.039,0.761
0.082,0.045,0.873
0.19,0.103,0.707
0.093,0.073,0.834
0.096,0.154,0.75
0.181,0.208,0.611
0.063,0.083,0.854
0.143,0.038,0.819
0.1,0.083,0.817
0.086,0.065,0.849
0.209,0.138,0.653
0.186,0.188,0.626
0.159,0.054,0.787
0.217,0.154,0.629
0.186,0.158,0.656
0.032,0.138,0.83
0.043,0.115,0.842
0.12,0.043,0.837
0.047,0.21,0.743
0.169,0.187,0.644
0.072,0.026,0.902
0.147,0.164,0.689
0.162,0.03,0.808
0.067,0.037,0.896
0.101,0.136,0.763
0.055,0.172,0.773
0.048,0.042,0.91
0.034,0.098,0.868
0.068,0.105,0.827
0.163,0.106,0.731
0.22,0.118,0.662
0.139,0.14,0.721
0.116,0.031,0.853
0.068,0.068,0.864
0.16,0.021,0.819
0.033,0.196,0.771
0.129,0.073,0.798
0.162,0.136,0.702
0.151,0.05,0.799
0.032,0.08,0.888
0.098,0.103,0.799
0.125,0.041,0.834
0.169,0.088,0.743
0.162,0.084,0.754
0.132,0.126,0.742
0.048,0.054,0.898
0.108,0.058,0.834
0.164,0.148,0.688
0.032,0.193,0.775
0.063,0.114,0.823
0.025,0.057,0.918
0.032,0.014,0.954
0.17,0.062,0.768
0.196,0.197,0.607
0.025,0.068,0.907
0.012,0.192,0.796
0.114,0.049,0.837
0.072,0.064,0.864
0.093,0.185,0.722
0.163,0.058,0.779
0.053,0.179,0.768
0.039,0.129,0.832
0.133,0.037,0.83
0.028,0.141,0.831
0.059,0.097,0.844
0.182,0.028,0.79
0.121,0.118,0.761
0.065,0.152,0.783
0.183,0.181,0.636
0.183,0.152,0.665
0.13,0.064,0.806
0.122,0.178,0.7
0.028,0.104,0.868
0.207,0.124,0.669
0.076,0.019,0.905
0.081,0.166,0.753
0.164,0.04,0.796
0.069,0.015,0.916
0.149,0.152,0.699
0.153,0.041,0.806
0.101,0.068,0.831
0.144,0.094,0.762
0.085,0.084,0.831
0.167,0.051,0.782
0.075,0.173,0.752
0.062,0.189,0.749
0.173,0.167,0.66
0.011,0.144,0.845
0.195,0.111,0.694
0.082,0.152,0.766
0.168,0.016,0.816
0.129,0.144,0.727
0.093,0.143,0.764
0.062,0.095,0.843
0.078,0.172,0.75
0.09,0.113,0.797
0.198,0.171,0.631
0.029,0.103,0.868
0.11,0.104,0.786
0.179,0.149,0.672
0.02,0.025,0.955
0.184,0.18,0.636
0.021,0.135,0.844
0.122,0.179,0.699
0.07,0.145,0.785
0.15,0.155,0.695
0.02,0.017,0.963
0.18,0.023,0.797
0.164,0.099,0.737
0.096,0.105,0.799
0.049,0.129,0.822
0.131,0.088,0.781
0.163,0.033,0.804
0.045,0.132,0.823
0.066,0.157,0.777
0.142,0.027,0.831
0.175,0.026,0.799
0.162,0.125,0.713
0.135,0.031,0.834
0.159,0.06,0.781
0.133,0.17,0.697
0.055,0.16,0.785
0.084,0.158,0.758
0.169,0.09,0.741
0.083,0.061,0.856
0.1,0.195,0.705
0.089,0.186,0.725
0.094,0.108,0.798
0.081,0.1,0.819
0.175,0.112,0.713
0.05,0.037,0.913
0.194,0.122,0.684
0.109,0.057,0.834
0.052,0.187,0.761
0.129,0.095,0.776
0.093,0.115,0.792
0.145,0.09,0.765
0.051,0.03,0.919
0.016,0.109,0.875
0.127,0.18,0.693
0.081,0.192,0.727
0.163,0.127,0.71
0.031,0.031,0.938
0.157,0.147,0.696
0.027,0.051,0.922
0.154,0.084,0.762
0.168,0.088,0.744
0.048,0.085,0.867
0.053,0.034,0.913
0.103,0.151,0.746
0.154,0.104,0.742
0.019,0.03,0.951
0.126,0.07,0.804
0.187,0.036,0.777
0.099,0.182,0.719
0.093,0.209,0.698
0.177,0.123,0.7
0.033,0.202,0.765
0.091,0.179,0.73
0.201,0.17,0.629
0.029,0.22,0.751
0.208,0.027,0.765
0.081,0.051,0.868
0.111,0.032,0.857
0.126,0.026,0.848
0.149,0.124,0.727
0.078,0.165,0.757
0.164,0.203,0.633
0.119,0.22,0.661
0.203,0.148,0.649
0.152,0.155,0.693
0.097,0.021,0.882
0.185,0.17,0.645
0.151,0.064,0.785
0.047,0.172,0.781
0.189,0.05,0.761
0.129,0.139,0.732
0.16,0.191,0.649
0.056,0.141,0.803
0.065,0.031,0.904
0.117,0.051,0.832
0.027,0.158,0.815
0.114,0.141,0.745
0.084,0.049,0.867
0.134,0.086,0.78
0.064,0.025,0.911
0.04,0.122,0.838
0.055,0.085,0.86
0.203,0.158,0.639
0.069,0.178,0.753
0.05,0.042,0.908
0.085,0.208,0.707
0.163,0.046,0.791
0.148,0.154,0.698
0.048,0.067,0.885
0.02,0.101,0.879
0.071,0.031,0.898
0.1,0.165,0.735
0.112,0.099,0.789
0.049,0.048,0.903
0.034,0.05,0.916
0.192,0.207,0.601
0.05,0.101,0.849
0.189,0.092,0.719
0.17,0.113,0.717
0.095,0.092,0.813
0.029,0.034,0.937
0.154,0.18,0.666
0.145,0.069,0.786
0.086,0.017,0.897
0.22,0.21,0.57
0.195,0.107,0.698
0.08,0.101,0.819
0.023,0.024,0.953
0.037,0.213,0.75
0.128,0.202,0.67
0.043,0.102,0.855
0.208,0.047,0.745
0.103,0.154,0.743
0.107,0.146,0.747
0.169,0.079,0.752
0.064,0.093,0.843
0.189,0.106,0.705
0.107,0.191,0.702
0.214,0.061,0.725
0.108,0.143,0.749
0.191,0.057,0.752
0.081,0.072,0.847
0.045,0.211,0.744
0.096,0.216,0.688
0.049,0.202,0.749
0.104,0.164,0.732
0.187,0.146,0.667
0.146,0.081,0.773
0.043,0.152,0.805
0.11,0.068,0.822
0.155,0.171,0.674
0.167,0.053,0.78
0.127,0.03,0.843
0.068,0.128,0.804
0.044,0.193,0.763
0.043,0.083,0.874
0.179,0.206,0.615
0.027,0.111,0.862
0.072,0.125,0.803
0.046,0.05,0.904
0.165,0.068,0.767
0.12,0.216,0.664
0.118,0.04,0.842
0.108,0.126,0.766
0.158,0.194,0.648
0.054,0.121,0.825
0.028,0.143,0.829
0.115,0.16,0.725
0.189,0.091,0.72
0.084,0.064,0.852
0.181,0.054,0.765
0.143,0.072,0.785
0.082,0.049,0.869
0.067,0.205,0.728
0.186,0.167,0.647
0.181,0.071,0.748
0.099,0.176,0.725
0.1,0.115,0.785
0.055,0.127,0.818
0.069,0.121,0.81
0.123,0.104,0.773
0.047,0.046,0.907
0.025,0.044,0.931
0.15,0.124,0.726
0.017,0.124,0.859
0.097,0.089,0.814
0.058,0.145,0.797
0.049,0.091,0.86
0.078,0.129,0.793
0.099,0.025,0.876
0.023,0.034,0.943
0.04,0.166,0.794
0.038,0.051,0.911
0.131,0.107,0.762
0.183,0.115,0.702
0.091,0.168,0.741
0.154,0.176,0.67
0.059,0.192,0.749
0.056,0.036,0.908
0.095,0.131,0.774
0.187,0.088,0.725
0.1,0.219,0.681
0.157,0.144,0.699
0.152,0.027,0.821
0.202,0.067,0.731
0.086,0.157,0.757
0.19,0.135,0.675
0.173,0.104,0.723
0.131,0.1,0.769
0.164,0.12,0.716
0.031,0.176,0.793
0.17,0.011,0.819
0.043,0.212,0.745
0.056,0.156,0.788
0.186,0.191,0.623
0.057,0.032,0.911
0.211,0.107,0.682
0.139,0.022,0.839
0.081,0.09,0.829
0.119,0.064,0.817
0.082,0.203,0.715
0.098,0.153,0.749
0.039,0.198,0.763
0.124,0.178,0.698
0.094,0.064,0.842
0.133,0.191,0.676
0.207,0.134,0.659
0.112,0.172,0.716
0.102,0.117,0.781
0.076,0.153,0.771
0.208,0.129,0.663
0.163,0.2,0.637
0.127,0.075,0.798
0.13,0.208,0.662
0.201,0.068,0.731
0.177,0.184,0.639
0.022,0.039,0.939
0.014,0.115,0.871
0.099,0.206,0.695
0.054,0.112,0.834
0.13,0.054,0.816
0.166,0.136,0.698
0.115,0.078,0.807
0.16,0.208,0.632
0.207,0.147,0.646
0.212,0.174,0.614
0.097,0.173,0.73
0.1,0.166,0.734
0.139,0.122,0.739
0.041,0.101,0.858
0.075,0.141,0.784
0.076,0.207,0.717
0.196,0.186,0.618
0.012,0.098,0.89
0.088,0.197,0.715
0.188,0.152,0.66
0.032,0.111,0.857
0.146,0.139,0.715
0.098,0.125,0.777
0.188,0.013,0.799
0.164,0.083,0.753
0.183,0.054,0.763
0.106,0.044,0.85
0.209,0.166,0.625
0.026,0.041,0.933
0.182,0.075,0.743
0.164,0.046,0.79
0.099,0.125,0.776
0.166,0.082,0.752
0.063,0.064,0.873
0.195,0.071,0.734
0.016,0.095,0.889
0.086,0.197,0.717
0.178,0.051,0.771
0.112,0.193,0.695
0.129,0.078,0.793
0.057,0.065,0.878
0.196,0.052,0.752
0.191,0.041,0.768
0.097,0.192,0.711
0.198,0.044,0.758
0.034,0.139,0.827
0.128,0.141,0.731
0.165,0.198,0.637
0.019,0.095,0.886
0.105,0.169,0.726
0.03,0.094,0.876
0.164,0.127,0.709
0.148,0.082,0.77
0.104,0.147,0.749
0.063,0.174,0.763
0.114,0.148,0.738
0.043,0.111,0.846
0.106,0.175,0.719
0.172,0.093,0.735
0.022,0.216,0.762
0.153,0.161,0.686
0.205,0.179,0.616
0.155,0.189,0.656
0.112,0.022,0.866
0.188,0.184,0.628
0.044,0.139,0.817
0.149,0.181,0.67
0.047,0.083,0.87
0.042,0.071,0.887
0.029,0.106,0.865
0.092,0.029,0.879
0.182,0.195,0.623
0.041,0.109,0.85
0.125,0.129,0.746
0.182,0.198,0.62
0.088,0.079,0.833
0.176,0.09,0.734
0.17,0.08,0.75
0.098,0.078,0.824
0.205,0.04,0.755
0.128,0.015,0.857
0.192,0.022,0.786
0.156,0.017,0.827
0.084,0.184,0.732
0.038,0.173,0.789
0.038,0.128,0.834
0.084,0.15,0.766
0.073,0.032,0.895
0.136,0.154,0.71
0.1,0.169,0.731
0.073,0.042,0.885
0.138,0.151,0.711
0.174,0.144,0.682
0.158,0.159,0.683
0.031,0.201,0.768
0.205,0.064,0.731
0.17,0.016,0.814
0.092,0.148,0.76
0.09,0.1,0.81
0.028,0.199,0.773
0.155,0.138,0.707
0.065,0.146,0.789
0.159,0.092,0.749
0.196,0.093,0.711
0.107,0.028,0.865
0.09,0.027,0.883
0.109,0.132,0.759
0.104,0.154,0.742
0.059,0.167,0.774
0.168,0.186,0.646
0.065,0.169,0.766
0.082,0.081,0.837
0.219,0.041,0.74
0.015,0.058,0.927
0.216,0.065,0.719
0.085,0.146,0.769
0.119,0.154,0.727
0.071,0.126,0.803
0.046,0.026,0.928
0.035,0.014,0.951
0.092,0.121,0.787
0.029,0.121,0.85
0.092,0.174,0.734
0.064,0.036,0.9
0.217,0.1,0.683
0.03,0.142,0.828
0.164,0.035,0.801
0.174,0.037,0.789
0.046,0.079,0.875
0.182,0.153,0.665
0.049,0.181,0.77
0.036,0.069,0.895
0.163,0.094,0.743
0.022,0.187,0.791
0.115,0.084,0.801
0.044,0.165,0.791
0.053,0.162,0.785
0.096,0.041,0.863
0.12,0.197,0.683
0.17,0.22,0.61
0.139,0.177,0.684
0.112,0.141,0.747
0.056,0.137,0.807
0.183,0.036,0.781
0.052,0.083,0.865
0.115,0.068,0.817
0.077,0.022,0.901
0.051,0.021,0.928
0.187,0.206,0.607
0.07,0.092,0.838
0.06,0.039,0.901
0.201,0.059,0.74
0.148,0.088,0.764
0.022,0.035,0.943
0.015,0.192,0.793
0.112,0.146,0.742
0.103,0.144,0.753
0.16,0.068,0.772
0.179,0.183,0.638
0.097,0.195,0.708
0.083,0.086,0.831
0.208,0.019,0.773
0.045,0.075,0.88
0.039,0.159,0.802
0.201,0.131,0.668
0.07,0.026,0.904
0.203,0.158,0.639
0.072,0.09,0.838
0.188,0.192,0.62
0.141,0.074,0.785
0.064,0.062,0.874
0.105,0.206,0.689
0.013,0.122,0.865
0.052,0.164,0.784
0.197,0.164,0.639
0.029,0.102,0.869
0.046,0.057,0.897
0.144,0.209,0.647
0.128,0.088,0.784
0.037,0.023,0.94
0.105,0.066,0.829
0.064,0.064,0.872
0.18,0.063,0.757
0.169,0.178,0.653
0.169,0.11,0.721
0.037,0.099,0.864
0.206,0.158,0.636
0.183,0.186,0.631
0.19,0.015,0.795
0.025,0.02,0.955
0.124,0.041,0.835
0.05,0.124,0.826
0.132,0.122,0.746
0.057,0.168,0.775
0.081,0.156,0.763
0.191,0.179,0.63
0.131,0.011,0.858
0.181,0.093,0.726
0.112,0.169,0.719
0.201,0.15,0.649
0.19,0.104,0.706
0.05,0.125,0.825
0.16,0.041,0.799
0.198,0.078,0.724
0.095,0.102,0.803
0.036,0.065,0.899
0.151,0.2,0.649
0.027,0.1,0.873
0.016,0.113,0.871
0.037,0.139,0.824
0.129,0.22,0.651
0.138,0.11,0.752
0.214,0.156,0.63
0.137,0.147,0.716
0.123,0.15,0.727
0.148,0.139,0.713
0.168,0.139,0.693
0.187,0.147,0.666
0.133,0.197,0.67
0.11,0.175,0.715
0.175,0.085,0.74
0.162,0.151,0.687
0.212,0.202,0.586
0.032,0.099,0.869
0.205,0.198,0.597
0.089,0.211,0.7
0.189,0.132,0.679
0.081,0.17,0.749
0.102,0.084,0.814
0.165,0.145,0.69
0.034,0.106,0.86
0.137,0.156,0.707
0.051,0.125,0.824
0.023,0.028,0.949
0.143,0.214,0.643
0.036,0.015,0.949
0.136,0.101,0.763
0.021,0.184,0.795
0.041,0.04,0.919
0.161,0.032,0.807
0.186,0.203,0.611
0.097,0.141,0.762
0.139,0.147,0.714
0.208,0.065,0.727
0.046,0.183,0.771
0.102,0.184,0.714
0.216,0.207,0.577
0.195,0.117,0.688
0.179,0.033,0.788
0.137,0.081,0.782
0.205,0.217,0.578
0.123,0.169,0.708
0.204,0.207,0.589
0.118,0.174,0.708
0.126,0.122,0.752
0.058,0.022,0.92
0.114,0.208,0.678
0.194,0.102,0.704
0.12,0.204,0.676
0.044,0.046,0.91
0.155,0.102,0.743
0.085,0.115,0.8
0.056,0.182,0.762
0.122,0.034,0.844
0.067,0.072,0.861
0.172,0.06,0.768
0.034,0.114,0.852
0.178,0.081,0.741
0.111,0.136,0.753
0.121,0.046,0.833
0.065,0.073,0.862
0.07,0.081,0.849
0.144,0.081,0.775
0.191,0.047,0.762
0.151,0.186,0.663
0.143,0.054,0.803
0.1,0.218,0.682
0.192,0.184,0.624
0.106,0.207,0.687
0.081,0.11,0.809
0.108,0.153,0.739
0.204,0.205,0.591
0.097,0.088,0.815
0.115,0.1,0.785
0.094,0.153,0.753
0.044,0.075,0.881
0.02,0.039,0.941
0.215,0.088,0.697
0.016,0.197,0.787
0.179,0.025,0.796
0.194,0.069,0.737
0.038,0.141,0.821
0.157,0.189,0.654
0.174,0.082,0.744
0.032,0.116,0.852
0.061,0.096,0.843
0.061,0.135,0.804
0.157,0.205,0.638
0.073,0.048,0.879
0.131,0.212,0.657
0.15,0.152,0.698
0.066,0.084,0.85
0.027,0.112,0.861
0.086,0.032,0.882
0.158,0.062,0.78
0.024,0.172,0.804
0.043,0.011,0.946
0.136,0.023,0.841
0.016,0.18,0.804
0.071,0.098,0.831
0.046,0.063,0.891
0.08,0.142,0.778
0.18,0.111,0.709
0.181,0.22,0.599
0.161,0.022,0.817
0.156,0.182,0.662
0.03,0.116,0.854
0.164,0.182,0.654
0.025,0.101,0.874
0.207,0.119,0.674
0.167,0.17,0.663
0.05,0.106,0.844
0.048,0.06,0.892
0.134,0.098,0.768
0.08,0.108,0.812
0.171,0.17,0.659
0.057,0.105,0.838
0.117,0.123,0.76
0.05,0.178,0.772
0.095,0.041,0.864
0.091,0.071,0.838
0.091,0.042,0.867
0.076,0.018,0.906
0.177,0.183,0.64
0.124,0.208,0.668
0.074,0.175,0.751
0.21,0.218,0.572
0.136,0.138,0.726
0.05,0.22,0.73
0.027,0.113,0.86
0.145,0.091,0.764
0.16,0.012,0.828
0.161,0.21,0.629
0.139,0.196,0.665
0.056,0.109,0.835
0.073,0.126,0.801
0.061,0.067,0.872
0.024,0.136,0.84
0.029,0.186,0.785
0.16,0.198,0.642
0.08,0.079,0.841
0.133,0.104,0.763
0.024,0.011,0.965
0.027,0.087,0.886
0.13,0.188,0.682
0.053,0.202,0.745
0.125,0.099,0.776
0.184,0.094,0.722
0.056,0.204,0.74
0.181,0.172,0.647
0.195,0.114,0.691
0.157,0.184,0.659
0.154,0.144,0.702
0.201,0.209,0.59
0.028,0.093,0.879
0.046,0.203,0.751
0.209,0.062,0.729
0.056,0.15,0.794
0.025,0.054,0.921
0.165,0.064,0.771
0.068,0.021,0.911
0.198,0.023,0.779
0.129,0.049,0.822
0.167,0.104,0.729
0.044,0.09,0.866
0.053,0.129,0.818
0.084,0.198,0.718
0.157,0.16,0.683
0.109,0.179,0.712
0.185,0.129,0.686
0.044,0.092,0.864
0.175,0.07,0.755
0.105,0.117,0.778
0.055,0.021,0.924
0.148,0.075,0.777
0.06,0.03,0.91
0.128,0.199,0.673
0.034,0.085,0.881
0.079,0.108,0.813
0.055,0.081,0.864
0.079,0.087,0.834
0.141,0.075,0.784
0.124,0.101,0.775
0.179,0.185,0.636
0.175,0.139,0.686
0.04,0.155,0.805
0.048,0.128,0.824
0.185,0.199,0.616
0.21,0.066,0.724
0.08,0.191,0.729
0.167,0.201,0.632
0.048,0.038,0.914
0.195,0.179,0.626
0.107,0.131,0.762
0.162,0.175,0.663
0.051,0.079,0.87
0.114,0.192,0.694
0.075,0.047,0.878
0.19,0.117,0.693
0.204,0.215,0.581
0.147,0.016,0.837
0.015,0.022,0.963
0.139,0.101,0.76
0.196,0.05,0.754
0.051,0.095,0.854
0.019,0.108,0.873
0.193,0.21,0.597
0.151,0.1,0.749
0.124,0.177,0.699
0.212,0.178,0.61
0.209,0.024,0.767
0.09,0.041,0.869
0.073,0.155,0.772
0.011,0.156,0.833
0.188,0.127,0.685
0.151,0.069,0.78
0.071,0.166,0.763
0.071,0.109,0.82
0.088,0.171,0.741
0.184,0.198,0.618
0.121,0.048,0.831
0.029,0.119,0.852
0.19,0.171,0.639
0.031,0.148,0.821
0.035,0.129,0.836
0.064,0.176,0.76
0.148,0.212,0.64
0.063,0.146,0.791
0.184,0.191,0.625
0.194,0.083,0.723
0.213,0.102,0.685
0.018,0.077,0.905
0.076,0.158,0.766
0.158,0.065,0.777
0.032,0.081,0.887
0.196,0.079,0.725
0.121,0.03,0.849
0.123,0.017,0.86
0.18,0.11,0.71
0.038,0.024,0.938
0.201,0.068,0.731
0.048,0.094,0.858
0.115,0.1,0.785
0.151,0.036,0.813
0.154,0.126,0.72
0.206,0.192,0.602
0.159,0.023,0.818
0.218,0.185,0.597
0.068,0.042,0.89
0.218,0.138,0.644
0.16,0.166,0.674
0.125,0.196,0.679
0.184,0.102,0.714
0.13,0.171,0.699
0.075,0.097,0.828
0.062,0.107,0.831
0.14,0.167,0.693
0.051,0.12,0.829
0.084,0.139,0.777
0.078,0.064,0.858
0.209,0.158,0.633
0.177,0.11,0.713
0.04,0.201,0.759
0.045,0.151,0.804
0.186,0.139,0.675
0.185,0.129,0.686
0.094,0.03,0.876
0.108,0.158,0.734
0.153,0.16,0.687
0.172,0.181,0.647
0.076,0.094,0.83
0.199,0.065,0.736
0.173,0.133,0.694
0.15,0.203,0.647
0.13,0.026,0.844
0.052,0.185,0.763
0.109,0.091,0.8
0.055,0.112,0.833
0.087,0.181,0.732
0.023,0.146,0.831
0.103,0.13,0.767
0.07,0.14,0.79
0.086,0.031,0.883
0.111,0.127,0.762
0.065,0.079,0.856
0.131,0.113,0.756
0.138,0.104,0.758
0.162,0.074,0.764
0.068,0.164,0.768
0.052,0.219,0.729
0.132,0.078,0.79
0.056,0.036,0.908
0.195,0.061,0.744
0.089,0.07,0.841
0.117,0.025,0.858
0.067,0.151,0.782
0.188,0.104,0.708
0.014,0.141,0.845
0.045,0.061,0.894
0.053,0.057,0.89
0.041,0.121,0.838
0.117,0.132,0.751
0.196,0.036,0.768
0.106,0.202,0.692
0.034,0.147,0.819
0.018,0.056,0.926
0.156,0.16,0.684
0.08,0.205,0.715
0.04,0.156,0.804
0.164,0.186,0.65
0.208,0.104,0.688
0.108,0.105,0.787
0.204,0.079,0.717
0.125,0.121,0.754
0.152,0.187,0.661
0.076,0.033,0.891
0.174,0.081,0.745
0.19,0.179,0.631
0.206,0.048,0.746
0.054,0.121,0.825
0.152,0.039,0.809
0.106,0.015,0.879
0.128,0.19,0.682
0.084,0.059,0.857
0.118,0.147,0.735
0.154,0.083,0.763
0.103,0.03,0.867
0.053,0.209,0.738
0.032,0.096,0.872
0.12,0.165,0.715
0.044,0.219,0.737
0.174,0.045,0.781
0.056,0.019,0.925
0.152,0.128,0.72
0.044,0.204,0.752
0.184,0.025,0.791
0.205,0.187,0.608
0.14,0.204,0.656
0.011,0.054,0.935
0.089,0.091,0.82
0.176,0.022,0.802
0.209,0.122,0.669
0.13,0.188,0.682
0.149,0.158,0.693
0.16,0.023,0.817
0.081,0.081,0.838
0.2,0.207,0.593
0.198,0.143,0.659
0.049,0.157,0.794
0.137,0.126,0.737
0.126,0.072,0.802
0.082,0.056,0.862
0.095,0.105,0.8
0.051,0.125,0.824
0.039,0.081,0.88
0.044,0.033,0.923
0.104,0.096,0.8
0.088,0.091,0.821
0.128,0.151,0.721
0.215,0.063,0.722
0.121,0.035,0.844
0.151,0.15,0.699
0.127,0.198,0.675
0.052,0.016,0.932
0.072,0.061,0.867
0.124,0.132,0.744
0.066,0.103,0.831
0.095,0.19,0.715
0.111,0.016,0.873
0.021,0.138,0.841
0.196,0.096,0.708
0.112,0.08,0.808
0.194,0.194,0.612
0.094,0.171,0.735
0.026,0.188,0.786
0.181,0.174,0.645
0.084,0.207,0.709
0.179,0.206,0.615
